Geneid	Anotacion	Locus	ID	C.1	C.3	C.4	F.1	F.2	F.4	M.1	M.3	M.4	H.1	H.2	H.3
cds5882	30S ribosomal protein S20	RPHASCH2410_CH08755	WP_008524652.1	1317	1390	1543	19908	23373	21144	20246	29269	20937	13186	15964	17390
cds5883	chromosomal replication initiator protein DnaA	RPHASCH2410_CH08765	WP_012482404.1	9209	10204	10171	6856	7797	7357	7250	9982	8224	5028	6929	5895
cds5884	L-lysine dehydrogenase	RPHASCH2410_CH08770	WP_016734986.1	1244	1298	1282	1953	2214	2047	1647	2041	1875	1345	1937	1444
cds5885	radical SAM protein	RPHASCH2410_CH08775	WP_016734985.1	1048	983	1000	1416	1535	1485	1291	1145	1096	1205	1625	1221
cds5886	non-canonical purine NTP pyrophosphatase%2C RdgB/HAM1 family	RPHASCH2410_CH08780	WP_016734984.1	578	627	641	933	1015	944	1029	1042	939	836	1062	977
cds5887	glyoxalase/bleomycin resistance/extradiol dioxygenase family protein	RPHASCH2410_CH08785	WP_016734983.1	387	374	393	627	788	725	597	844	694	503	671	738
cds5888	ribonuclease PH	RPHASCH2410_CH08790	WP_010024267.1	1228	1303	1344	2865	3172	2911	2691	4199	3115	2056	2537	2713
cds5889	heat-inducible transcriptional repressor HrcA	RPHASCH2410_RS08630	WP_016734982.1	3947	3606	3930	4627	4733	4664	4443	3354	3444	3840	4900	3487
cds5890	nucleotide exchange factor GrpE	RPHASCH2410_CH08800	WP_010025709.1	20461	22711	23352	36890	43019	38733	41222	54728	42272	31809	37260	40185
cds5891	nucleoside hydrolase	RPHASCH2410_CH08805	WP_016734981.1	5733	5976	5986	7561	9122	7920	8644	11957	9242	6534	7481	8695
cds5892	heat-shock protein Hsp20	RPHASCH2410_CH08810	WP_009995207.1	57988	57970	63034	89537	100628	97527	82927	63801	60661	82701	103988	79670
cds5893	DUF1150 domain-containing protein	RPHASCH2410_CH08815	WP_008524631.1	26635	27159	29114	31948	36548	34723	29092	25834	23975	29538	34925	31131
cds5894	tRNA (guanosine(46)-N7)-methyltransferase TrmB	RPHASCH2410_CH08820	WP_016734980.1	4547	3782	4286	6384	7609	6536	7106	6167	5841	6022	7068	6461
cds5895	methionine adenosyltransferase	RPHASCH2410_CH08825	WP_012482410.1	2760	2714	2803	24470	26534	24518	25255	43465	31003	17152	22055	19936
cds5896	XRE family transcriptional regulator	RPHASCH2410_CH08830	WP_004679846.1	1954	2007	2003	3160	3268	3255	6755	12432	8517	2482	3327	2831
cds5897	apolipoprotein N-acyltransferase	RPHASCH2410_CH08835	WP_016734978.1	3109	3186	3470	3452	4046	3518	4059	3390	3387	3227	3997	3300
cds5898	HlyC/CorC family transporter	RPHASCH2410_CH08840	WP_016734977.1	21160	21985	23358	27718	31293	28554	28677	24093	22590	23363	28020	25023
cds5899	endoribonuclease YbeY	RPHASCH2410_CH08845	WP_016734976.1	3016	2874	3272	5701	6252	5968	3155	1719	2426	3139	4482	3145
cds5900	phosphate starvation-inducible protein PhoH	RPHASCH2410_CH08850	WP_004679840.1	14896	14818	16006	18758	19100	18810	10714	7182	9390	11344	17339	10045
cds5901	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	RPHASCH2410_CH08855	WP_016734974.1	3937	3104	3775	7003	8111	7813	7119	8352	6760	5731	7129	6237
cds5902	1-acyl-sn-glycerol-3-phosphate acyltransferase	RPHASCH2410_CH08860	WP_012482415.1	963	902	988	744	880	770	1086	716	815	838	983	959
cds5903	transcriptional repressor	RPHASCH2410_CH08865	WP_010004259.1	2607	2325	2715	1919	2353	2260	3092	2897	2563	2094	2633	2518
cds5904	N-acetyltransferase	RPHASCH2410_CH08870	WP_004679835.1	6917	7185	7587	5552	6262	5423	8563	9316	7516	5750	6387	7340
cds5905	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	RPHASCH2410_CH08875	WP_012482416.1	8572	7926	8939	16492	18140	16517	24734	25455	20650	15931	17199	17867
cds5906	NifU family protein	RPHASCH2410_CH08880	WP_010005468.1	17083	15555	16572	22463	23451	22796	29914	24033	20885	14383	18827	13029
cds5907	universal stress protein	RPHASCH2410_CH08885	WP_004679831.1	3093	2882	3289	3188	3671	3571	3966	4225	3596	2822	3539	3263
cds5908	tryptophan--tRNA ligase	RPHASCH2410_CH08890	WP_004679829.1	727	828	845	2797	3740	3073	2437	4146	3280	1924	2743	2825
cds5909	VOC family protein	RPHASCH2410_CH08895	WP_016734972.1	242	220	237	235	266	253	246	201	213	190	318	220
cds5910	DUF882 domain-containing protein	RPHASCH2410_CH08900	WP_012482419.1	633	627	734	463	499	501	487	326	372	417	542	413
cds5911	murein biosynthesis integral membrane protein MurJ	RPHASCH2410_CH08905	WP_016734971.1	2317	2317	2384	2620	2788	2477	2305	1595	1863	2188	2889	2119
cds5912	[protein-PII] uridylyltransferase	RPHASCH2410_CH08910	WP_016734970.1	5534	5557	6022	6846	7800	7084	7211	5264	5938	6004	8420	6205
cds5913	hypothetical protein	RPHASCH2410_CH08915	WP_016734969.1	576	411	469	415	434	413	314	174	261	309	541	267
cds5914	DNA mismatch repair protein MutS	RPHASCH2410_CH08920	WP_016734968.1	1320	1364	1416	1483	1592	1464	1430	1012	1222	1179	1786	1115
cds5915	NADP-dependent malic enzyme	RPHASCH2410_CH08925	WP_016734967.1	5475	6176	6223	5065	5476	5185	4409	5746	5018	3795	5496	3879
cds5916	AraC family transcriptional regulator	RPHASCH2410_CH08930	WP_016734966.1	479	373	409	722	737	750	668	409	508	656	968	566
cds5917	GNAT family N-acetyltransferase	RPHASCH2410_CH08935	WP_004679816.1	2256	2275	2308	2521	2717	2596	1983	1857	1927	1817	2785	2041
cds5918	hybrid sensor histidine kinase/response regulator	RPHASCH2410_CH08940	WP_016734965.1	5964	6609	6467	4684	5147	4835	4730	3185	3667	3965	5471	3943
cds5919	signal peptidase II	RPHASCH2410_CH08945	WP_016734964.1	344	334	353	500	509	511	330	293	290	362	476	370
cds5920	RNA methyltransferase	RPHASCH2410_CH08950	WP_016734963.1	566	596	566	858	978	879	709	768	783	589	918	664
cds5921	class I SAM-dependent rRNA methyltransferase	RPHASCH2410_CH08955	WP_016734962.1	639	574	553	940	1037	850	827	1046	834	662	858	798
cds5922	carbon monoxide dehydrogenase	RPHASCH2410_CH08960	WP_016734961.1	1138	938	1059	1210	1337	1235	776	562	589	890	1351	837
cds5923	N-acetyltransferase	RPHASCH2410_CH08965	WP_004679810.1	836	591	685	1073	1071	1055	823	513	621	871	1201	678
cds5924	DUF1049 domain-containing protein	RPHASCH2410_CH08970	WP_016734958.1	2871	2604	2708	2476	2746	2531	2322	2042	1991	1970	2960	1817
cds5925	integration host factor subunit beta	RPHASCH2410_CH08975	WP_003544934.1	3644	3763	3974	2759	3082	3034	2827	4052	3408	2133	3023	2894
cds5926	signal peptide peptidase SppA	RPHASCH2410_CH08980	WP_016734957.1	1837	1857	1899	1726	1867	1838	1472	1407	1371	1271	1721	1393
cds5927	membrane protein	RPHASCH2410_CH08985	WP_004671665.1	4496	4473	4706	4796	5218	4934	3396	2407	2507	3382	4750	3136
cds5928	cell division protein DivIVA	RPHASCH2410_CH08990	WP_004671663.1	4054	4129	4382	4958	5422	5055	3870	3151	3440	3455	4761	3780
cds5929	LPS export ABC transporter ATP-binding protein	RPHASCH2410_CH08995	WP_003570776.1	9680	9868	10337	18308	20426	19095	18801	17915	15356	16675	20509	16713
cds5930	RNA polymerase sigma-54 factor	RPHASCH2410_CH09000	WP_016734956.1	4518	4282	4524	9832	10450	10034	9335	11446	9325	7273	9172	8172
cds5931	EamA family transporter		gbkey=CDS	206	211	256	359	339	309	275	257	242	232	322	261
cds5932	ribosome-associated translation inhibitor RaiA	RPHASCH2410_CH09010	WP_004674094.1	13314	12740	13866	28112	29911	29075	19637	19454	17995	18476	25793	18745
cds5933	PTS IIA-like nitrogen-regulatory protein PtsN	RPHASCH2410_CH09015	WP_003570770.1	3971	3947	4072	9521	10141	9918	5873	5802	5633	6382	8952	6988
cds5934	methyl-accepting chemotaxis protein	RPHASCH2410_CH09020	WP_012482436.1	2871	2635	3011	1851	2021	1971	1260	911	1051	1325	2003	1258
cds5935	ribokinase	RPHASCH2410_CH09025	WP_016734954.1	667	771	778	1187	1248	1174	1072	975	1006	838	1188	887
cds5936	DNA recombination protein RmuC	RPHASCH2410_CH09030	WP_016734952.1	1208	1098	1225	2284	2447	2333	1538	953	1146	1763	2440	1413
cds5937	globin-coupled sensor protein	RPHASCH2410_CH09035	WP_016734951.1	655	615	672	311	370	352	287	148	224	263	356	221
cds5938	peptide deformylase	RPHASCH2410_CH09040	WP_029531659.1	464	425	451	2428	2746	2500	1998	3365	2403	1601	1954	2168
cds5939	plasmid stabilization protein	RPHASCH2410_CH09045	WP_016734949.1	1049	995	971	1203	1308	1319	1090	875	968	946	1315	860
cds5940	PIN domain-containing protein	RPHASCH2410_CH09050	WP_016734948.1	1382	1258	1408	1746	1954	1887	1259	1014	957	1449	1791	1417
cds5941	methionyl-tRNA formyltransferase	RPHASCH2410_CH09055	WP_016734947.1	1604	1682	1778	2531	2864	2855	2095	1702	1818	2013	2508	2091
cds5942	tRNA pseudouridine(38-40) synthase TruA	RPHASCH2410_CH09060	WP_016734946.1	676	645	787	950	1138	1020	982	621	718	790	1026	875
cds5943	hypothetical protein	RPHASCH2410_CH09065	WP_004675461.1	837	800	885	827	1082	847	996	661	763	807	1091	791
cds5944	succinyl-diaminopimelate desuccinylase	RPHASCH2410_CH09070	WP_029531658.1	1784	1838	1974	3053	3607	3196	3389	2200	2552	2589	3414	2739
cds5945	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase	RPHASCH2410_CH09075	WP_016734945.1	1538	1693	1799	2962	3451	3229	2871	4256	3352	2197	2830	2874
cds5946	LOG family protein	RPHASCH2410_CH09080	WP_029531657.1	2636	2615	2935	1649	1786	1739	4646	2818	2927	2115	2415	1765
cds5947	calcium-binding protein	RPHASCH2410_CH09085	WP_016734943.1	1162	1177	1263	1540	1773	1650	102681	46312	46816	24312	11842	17951
cds5948	pyrimidine 5'-nucleotidase	RPHASCH2410_CH09090	WP_010008939.1	678	769	783	956	1160	1041	1116	1494	1170	800	1015	979
cds5949	magnesium-protoporphyrin IX monomethyl ester anaerobic oxidative cyclase	RPHASCH2410_CH09095	WP_016734939.1	9911	10996	11394	3303	4476	3864	6119	2468	4269	4165	6272	3779
cds5950	6-O-methylguanine DNA methyltransferase	RPHASCH2410_CH09100	WP_016734937.1	1775	1674	1737	871	920	876	952	685	788	814	1137	798
cds5951	isocitrate lyase/phosphoenolpyruvate mutase family protein	RPHASCH2410_CH09105	WP_016734936.1	2813	2997	3131	1896	1972	1906	1420	1247	1347	1351	2013	1277
cds5952	alpha-hydroxy-acid oxidizing protein	RPHASCH2410_CH09110	WP_016734935.1	1923	1692	1860	1977	2361	2077	1982	2339	2003	1608	2048	1779
cds5953	acetylglutamate kinase	RPHASCH2410_CH09115	WP_012482454.1	1800	1626	1935	6363	7358	7224	6410	8500	6693	4713	5831	6475
cds5954	RNA polymerase sigma factor	RPHASCH2410_CH09120	WP_016734934.1	1630	1389	1540	710	826	748	766	690	614	614	822	625
cds5955	hypothetical protein	RPHASCH2410_CH09125	WP_004678179.1	3158	2950	2988	2446	2463	2416	1838	1432	1472	1831	2649	1617
cds5956	fasciclin	RPHASCH2410_CH09130	WP_029531656.1	698	747	803	708	784	748	677	685	561	635	751	652
cds5957	sensor histidine kinase	RPHASCH2410_CH09135	WP_012482458.1	1367	1339	1506	1574	1837	1756	1309	1512	1357	1379	1837	1498
cds5958	hypothetical protein	RPHASCH2410_CH09140	WP_010017635.1	740	677	690	1909	2284	2242	2173	2838	2049	1654	1909	2041
cds5959	hypothetical protein	RPHASCH2410_CH09145	WP_012482459.1	673	564	652	2391	2706	2473	2568	2372	1948	2004	2234	1985
cds5960	cold-shock protein	RPHASCH2410_CH09150	WP_016737600.1	6281	3652	4320	12052	14123	13556	15077	10936	11397	11170	15333	9460
cds5961	YihA family ribosome biogenesis GTP-binding protein	RPHASCH2410_CH09155	WP_016734930.1	467	445	474	651	731	722	571	800	693	443	641	626
cds5962	membrane protein insertase YidC	RPHASCH2410_CH09160	WP_029531655.1	4927	5155	5380	10164	12473	10575	12594	15217	12766	9219	10854	11709
cds5963	ribonuclease P protein component	RPHASCH2410_CH09165	WP_004673114.1	148	137	131	702	803	710	575	800	637	486	652	702
cds5964	50S ribosomal protein L34	RPHASCH2410_CH09170	WP_008524438.1	2642	2589	3018	10733	13041	11984	11903	26965	17540	8421	10245	13715
cds5965	HAMP domain-containing protein	RPHASCH2410_CH09175	WP_046977090.1	8579	7702	9135	2648	3026	2773	2034	1673	1688	1964	2751	2043
cds5966	sensor histidine kinase	RPHASCH2410_CH09180	WP_004679499.1	4187	3952	4124	6682	7037	6741	5917	4972	4893	5236	6654	5245
cds5967	nuclease		gbkey=CDS	83	55	72	269	272	319	266	255	264	218	283	257
cds5968	hypothetical protein	RPHASCH2410_CH09200	WP_016734927.1	31586	28446	33878	40689	45318	44237	22754	20405	20150	29217	39013	32011
cds5969	hypothetical protein		WP_016734926.1	2090	1848	2303	2697	3212	3020	2115	1610	1716	2202	2967	2386
cds5970	DNA methylase		gbkey=CDS	671	623	638	1339	1534	1442	1208	1110	1025	1148	1469	1110
cds5971	hypothetical protein	RPHASCH2410_CH09210	WP_029531653.1	2158	2031	2233	5228	5820	6045	6668	6618	5494	4382	5893	4176
cds5972	hypothetical protein	RPHASCH2410_CH09215	WP_016734923.1	148	161	148	203	261	226	249	236	218	205	242	187
cds5973	hypothetical protein	RPHASCH2410_CH09220	WP_012482491.1	848	688	743	576	627	564	482	249	373	458	666	316
cds5974	hypothetical protein	RPHASCH2410_CH09225	WP_016734922.1	864	925	1001	345	357	394	697	396	505	417	491	291
cds5975	hypothetical protein	RPHASCH2410_CH09230	WP_016734921.1	1067	1233	1408	605	787	661	971	857	909	786	959	816
cds5976	methyltransferase domain-containing protein	RPHASCH2410_CH09235	WP_016734920.1	2078	2409	2363	1647	1918	1607	1879	941	1616	1311	2161	1225
cds5977	aldo/keto reductase	RPHASCH2410_CH09240	WP_004672366.1	12691	14221	14573	11536	12962	12184	11428	12440	11514	9649	12387	9914
cds5978	esterase		gbkey=CDS	553	458	498	780	895	767	796	598	700	538	782	550
cds5979	FAD-dependent oxidoreductase	RPHASCH2410_CH09255	WP_016734919.1	161	166	170	209	257	232	434	470	385	219	264	245
cds5980	proline racemase	RPHASCH2410_CH09260	WP_016734918.1	795	848	831	883	903	937	857	887	812	744	1003	702
cds5981	competence protein TfoX		WP_016734917.1	191	201	218	477	526	511	325	440	323	324	412	527
cds5982	nuclear transport factor 2 family protein	RPHASCH2410_CH09270	WP_016734916.1	210	218	210	767	850	788	537	623	499	539	644	853
cds5983	TetR/AcrR family transcriptional regulator	RPHASCH2410_CH09275	WP_010024680.1	203	183	178	2062	2229	2240	883	506	671	1154	1575	975
cds5984	transcriptional regulator	RPHASCH2410_CH09280	WP_016734915.1	467	407	430	1247	1232	1281	878	513	669	971	1366	736
cds5985	cupin domain-containing protein	RPHASCH2410_CH09285	WP_029531652.1	27	16	21	16	22	20	17	12	12	18	16	14
cds5986	RidA family protein	RPHASCH2410_CH09290	WP_016734913.1	78	57	81	102	109	94	68	38	53	62	102	50
cds5987	GGDEF-domain containing protein	RPHASCH2410_CH09295	WP_016734912.1	2313	1994	2285	716	759	721	457	336	438	539	816	571
cds5988	NADP-dependent oxidoreductase	RPHASCH2410_CH09305	WP_016734910.1	5103	4858	5371	20684	23170	22868	23845	63873	38728	14469	14262	26769
cds5989	TetR/AcrR family transcriptional regulator	RPHASCH2410_CH09310	WP_016734909.1	3758	3045	3395	11201	12429	11762	14106	14903	11497	7856	8890	8377
cds5990	DUF892 domain-containing protein	RPHASCH2410_CH09320	WP_012482511.1	2525	2908	2867	900	1065	965	1271	960	902	961	1078	980
cds5991	transporter	RPHASCH2410_CH09330	WP_012482513.1	1502	1651	1582	2580	3180	2697	2198	2684	2200	2259	2785	3135
cds5992	ROK family transcriptional regulator	RPHASCH2410_CH09335	WP_016734907.1	1541	1382	1574	7005	8754	8327	4065	4095	3626	5450	6306	7710
cds5993	sugar ABC transporter substrate-binding protein	RPHASCH2410_CH09340	WP_016734906.1	41898	47092	47793	145791	177833	158490	79913	110186	86205	96855	118757	142908
cds5994	ABC transporter permease	RPHASCH2410_CH09345	WP_012482516.1	11532	13172	13015	25916	33403	28383	17502	25871	20589	21209	27564	28718
cds5995	sugar ABC transporter ATP-binding protein	RPHASCH2410_CH09350	WP_016734905.1	5374	5994	6055	8051	9916	8542	6389	8185	7012	7737	9723	9802
cds5996	nucleoside triphosphate hydrolase	RPHASCH2410_CH09355	WP_016734904.1	2473	2549	2633	2996	3874	3288	2301	1902	1886	2850	3553	3529
cds5997	dihydroorotase	RPHASCH2410_CH09360	WP_016734903.1	1792	1848	1943	2918	3339	3072	2470	2769	2524	2218	2844	2446
cds5998	GGDEF domain-containing protein	RPHASCH2410_CH09365	WP_016734902.1	977	1113	993	925	937	919	757	498	730	688	971	713
cds5999	VOC family protein	RPHASCH2410_CH09370	WP_016734901.1	1103	783	992	1595	1661	1758	1307	909	1199	1250	1686	1188
cds6000	DUF1772 domain-containing protein	RPHASCH2410_CH09375	WP_012482521.1	313	332	318	1599	1443	1554	597	474	594	1080	1650	860
cds6001	TetR/AcrR family transcriptional regulator	RPHASCH2410_CH09380	WP_012482522.1	441	393	433	971	1006	1019	622	452	493	721	1130	551
cds6002	orotate phosphoribosyltransferase	RPHASCH2410_CH09385	WP_016734900.1	1186	1282	1326	2606	2815	2772	1833	2491	2137	1757	2480	1908
cds6003	carbohydrate kinase	RPHASCH2410_CH09390	WP_016734899.1	2420	2801	2671	4363	4866	4435	3717	4960	4205	2920	3808	3218
cds6004	alpha%2Calpha-trehalose-phosphate synthase (UDP-forming)	RPHASCH2410_CH09395	WP_016734898.1	1095	998	1110	2077	2299	2208	1546	988	1166	1509	1963	1336
cds6005	glucose-6-phosphate isomerase	RPHASCH2410_CH09400	WP_016734897.1	3092	3531	3574	3312	3821	3436	3621	4500	4010	2664	3567	2741
cds6006	long-chain-fatty-acid--CoA ligase	RPHASCH2410_CH09405	WP_016734896.1	7643	7904	8034	7184	7849	7451	5427	5859	5309	4459	6792	4644
cds6007	photosystem reaction center subunit H	RPHASCH2410_CH09410	WP_016734895.1	23414	27974	28610	3921	5088	4435	9751	6507	6231	5540	5323	5225
cds6008	beta-mannosidase	RPHASCH2410_CH09415	WP_016734894.1	1532	1509	1515	1370	1539	1403	1317	1087	1073	1044	1437	1085
cds6009	lactoylglutathione lyase	RPHASCH2410_CH09420	WP_016734893.1	1006	944	982	627	726	679	536	581	494	487	672	569
cds6010	ABC transporter permease	RPHASCH2410_CH09425	WP_012482530.1	942	1084	1106	837	969	863	721	524	547	713	905	739
cds6011	ABC transporter ATP-binding protein	RPHASCH2410_CH09430	WP_012482531.1	1477	1631	1624	1496	1528	1618	1310	981	1138	1191	1474	1233
cds6012	ABC transporter permease	RPHASCH2410_CH09435	WP_012482532.1	1924	2219	2160	1688	1816	1517	1624	1144	1291	1317	1885	1273
cds6013	ABC transporter substrate-binding protein	RPHASCH2410_CH09440	WP_016734892.1	12383	14494	14858	7924	9008	8548	8837	6940	7634	6956	9398	6847
cds6014	acetyltransferase		WP_080515633.1	14	12	9	10	11	18	9	6	10	10	12	13
cds6015	LysR family transcriptional regulator	RPHASCH2410_CH09450	WP_016734891.1	526	561	613	415	461	441	458	502	460	330	445	382
cds6016	copper homeostasis protein CutC	RPHASCH2410_CH09455	WP_016734890.1	474	474	444	794	791	709	715	586	617	602	792	547
cds6017	dehydrogenase	RPHASCH2410_CH09460	WP_016734889.1	1200	1256	1280	2353	2418	2411	1808	1169	1539	1677	2498	1587
cds6018	ABC transporter permease	RPHASCH2410_CH09465	WP_004675089.1	2989	3424	3518	4288	4484	4392	3132	2470	2907	2927	4511	2862
cds6019	sugar ABC transporter ATP-binding protein	RPHASCH2410_CH09470	WP_016734888.1	4345	4511	4703	4724	4894	4737	3519	3160	3525	3290	5087	2831
cds6020	ABC transporter substrate-binding protein	RPHASCH2410_CH09475	WP_016734887.1	18250	21173	21732	30075	31462	32237	24086	20503	23934	20966	33398	18097
cds6021	fucose-binding protein	RPHASCH2410_CH09480	WP_016734886.1	816	930	901	601	647	649	661	859	721	474	692	512
cds6022	aldo/keto reductase	RPHASCH2410_CH09485	WP_029531651.1	1994	2111	2249	1506	1758	1582	2253	3883	2876	1373	1884	1522
cds6023	altronate dehydratase	RPHASCH2410_CH09490	WP_016734884.1	2953	3090	3129	3359	4157	3750	7329	8358	6750	2785	3617	3421
cds6024	FCD domain-containing protein	RPHASCH2410_CH09495	WP_016734883.1	988	941	1039	1145	1362	1157	1889	1515	1302	869	1157	799
cds6025	hypothetical protein	RPHASCH2410_CH09500	WP_029531650.1	1886	1959	1887	1742	1821	1801	1375	1304	1321	1247	1766	1322
cds6026	ABC transporter ATP-binding protein/permease	RPHASCH2410_CH09505	WP_016734881.1	6162	6266	6416	1515	1831	1622	3240	1503	1745	2063	2066	1738
cds6027	MFS transporter	RPHASCH2410_CH09510	WP_016734880.1	1563	1427	1483	1953	2147	2083	2086	1883	1748	1696	2298	1646
cds6028	hypothetical protein	RPHASCH2410_CH09515	WP_016734879.1	406	359	390	407	423	375	407	256	280	331	454	288
cds6029	hypothetical protein		WP_016734878.1	1129	988	1126	1040	1343	1182	769	735	712	690	938	784
cds6030	nitronate monooxygenase	RPHASCH2410_CH09535	WP_016734877.1	3749	3859	4079	6973	7772	7383	5798	6188	5453	4796	6387	5738
cds6031	hypothetical protein	RPHASCH2410_CH09545	WP_016734876.1	1773	1824	1833	1928	2082	1983	1746	1843	1796	1487	2070	1533
cds6032	polyphosphate kinase 2	RPHASCH2410_CH09550	WP_016734875.1	3489	3826	3941	2016	2025	2066	1633	1873	1696	1527	2165	1529
cds6033	phosphate regulon sensor histidine kinase PhoR	RPHASCH2410_CH09555	WP_016734874.1	2179	2282	2479	2227	2436	2268	2103	2196	1854	1925	2242	1927
cds6034	DUF559 domain-containing protein	RPHASCH2410_CH09560	WP_016734873.1	444	434	470	314	341	353	275	295	258	307	368	257
cds6035	phosphonate ABC transporter substrate-binding protein	RPHASCH2410_CH09565	WP_016734872.1	1098	1107	1142	2053	2287	2201	1691	1379	1547	1771	2231	2476
cds6036	phosphate ABC transporter permease subunit PstC	RPHASCH2410_CH09570	WP_016734871.1	831	863	851	1181	1292	1258	1110	844	999	1022	1374	1082
cds6037	phosphate ABC transporter%2C permease protein PstA	RPHASCH2410_CH09575	WP_016734870.1	1267	1307	1275	1520	1649	1545	1279	1164	1150	1171	1705	1265
cds6038	phosphate ABC transporter ATP-binding protein	RPHASCH2410_CH09580	WP_004672770.1	1263	1379	1479	2091	2217	2200	1543	1631	1535	1513	2264	1659
cds6039	phosphate transport system regulatory protein PhoU	RPHASCH2410_CH09585	WP_004672769.1	1332	1562	1641	2002	2320	2086	1772	1628	1673	1603	2226	1570
cds6040	phosphate regulon transcriptional regulatory protein PhoB	RPHASCH2410_CH09590	WP_004672768.1	684	741	697	1556	1674	1587	1439	1056	1221	1203	1640	995
cds6041	hypothetical protein	RPHASCH2410_CH09595	WP_012482559.1	13314	14708	14754	15037	15098	12877	12692	8712	10667	9567	14249	7682
cds6042	acetylornithine transaminase	RPHASCH2410_CH09600	WP_012482560.1	2607	2938	2896	3851	4221	3685	4264	4961	4315	3088	4256	3499
cds6043	ornithine carbamoyltransferase	RPHASCH2410_CH09605	WP_012482561.1	6489	5815	6775	13656	15566	14915	21202	17125	15298	13215	16241	13588
cds6044	Hsp33 family molecular chaperone	RPHASCH2410_CH09610	WP_012482562.1	3344	3529	3529	10592	12390	9936	18251	23325	16728	10426	11137	12346
cds6045	hypothetical protein	RPHASCH2410_CH09615	WP_012482563.1	2439	2469	2719	2234	2531	2355	2148	3466	2567	1969	2269	2634
cds6046	Co2+/Mg2+ efflux protein ApaG	RPHASCH2410_CH09620	WP_004677057.1	790	691	770	1482	1438	1421	898	912	878	993	1442	925
cds6047	O-succinylhomoserine sulfhydrylase	RPHASCH2410_CH09625	WP_012482564.1	1894	1754	1842	4443	4997	4616	4696	6071	4849	3645	4612	4075
cds6048	2'-deoxycytidine 5'-triphosphate deaminase	RPHASCH2410_CH09630	WP_016734868.1	1369	1447	1517	1896	2069	1990	1453	1015	1272	1376	1910	1276
cds6049	hypothetical protein	RPHASCH2410_CH09640	WP_029531648.1	1375	948	1009	1017	1041	959	786	528	637	787	1135	711
cds6050	VOC family protein	RPHASCH2410_CH09645	WP_012482566.1	470	381	394	526	594	550	405	337	304	338	448	326
cds6051	methyl-accepting chemotaxis protein		gbkey=CDS	2374	2358	2551	849	954	873	814	598	697	747	1096	775
cds6052	amino acid ABC transporter	RPHASCH2410_CH09660	WP_029531647.1	1496	1430	1475	2467	2935	2567	2452	2018	1968	1962	2517	2027
cds6053	hypothetical protein	RPHASCH2410_CH09665	WP_004673725.1	3810	3847	4061	9374	10694	9693	7571	7718	6853	6808	8524	7849
cds6054	hypothetical protein	RPHASCH2410_CH09670	WP_012482570.1	531	500	523	845	918	778	802	524	681	591	723	610
cds6055	helix-turn-helix transcriptional regulator	RPHASCH2410_CH09675	WP_012482571.1	2115	1885	2021	4714	4767	4605	4815	3899	3574	3649	4552	3314
cds6056	DNA-binding response regulator	RPHASCH2410_CH09680	WP_012482572.1	2754	2488	2503	2650	2620	2544	1750	1028	1336	1811	2857	1320
cds6057	hypothetical protein	RPHASCH2410_CH09685	WP_012482573.1	1518	1357	1408	1544	1600	1599	1363	786	941	1231	1931	1032
cds6058	DUF952 domain-containing protein	RPHASCH2410_CH09690	WP_029531646.1	211	174	225	303	348	329	248	310	280	240	330	265
cds6059	dihydroorotate dehydrogenase (quinone)	RPHASCH2410_CH09695	WP_016734864.1	447	430	457	664	774	754	656	634	661	567	804	604
cds6060	MATE family efflux transporter	RPHASCH2410_CH09700	WP_016734863.1	986	1047	1034	1203	1359	1180	1297	944	1065	1002	1453	1042
cds6061	CAP domain-containing protein	RPHASCH2410_CH09705	WP_016734862.1	1402	1520	1664	2149	2559	2237	2068	1383	1674	1608	2426	1737
cds6062	hypothetical protein	RPHASCH2410_CH09710	WP_004675818.1	1223	1350	1366	1721	1954	1748	1362	1065	1207	1209	1683	1186
cds6063	methyltransferase domain-containing protein	RPHASCH2410_CH09715	WP_016734860.1	233	188	221	441	518	450	419	375	373	305	405	329
cds6064	YitT family protein	RPHASCH2410_CH09720	WP_016734859.1	369	385	367	3420	3343	3186	2019	2531	2619	1464	2621	1289
cds6065	carboxymuconolactone decarboxylase family protein	RPHASCH2410_CH09730	WP_016734857.1	782	889	932	630	685	629	780	682	631	507	737	568
cds6066	Rrf2 family transcriptional regulator	RPHASCH2410_CH09735	WP_010002061.1	145	142	144	170	187	208	193	199	171	133	172	142
cds6067	YitT family protein	RPHASCH2410_CH09740	WP_016734856.1	700	600	665	1135	1168	1137	783	549	645	846	1326	797
cds6068	DNA ligase-associated DEXH box helicase	RPHASCH2410_CH09745	WP_016734855.1	6189	5702	6299	7828	8221	7650	6408	4722	5091	6047	8238	5475
cds6069	metallophosphatase	RPHASCH2410_CH09750	WP_039751328.1	1941	1662	1868	2582	2747	2701	2207	1392	1600	2080	2886	1838
cds6070	membrane protein	RPHASCH2410_CH09755	WP_010017588.1	1831	1628	1929	747	885	842	668	1411	1006	482	673	595
cds6071	dihydrofolate reductase	RPHASCH2410_CH09760	WP_016734853.1	128	118	123	151	162	180	2884	6045	3875	180	245	194
