scanType	TF_RdbID	TFname	TF_locusTag	TF_RZlocusTag	TF_oldRZlocusTag	TG_RdbID	TG_name	TG_locusTag	TG_RZlocusTag	TG_oldRZlocusTag	TG_RZname	OrthologousInteration
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS15260	RPHASCH2410_CH15655	RPHASCH2410_CH15655	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS15305	RPHASCH2410_CH15700	RPHASCH2410_CH15700	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS15305	RPHASCH2410_CH15700	RPHASCH2410_CH15700	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS15365	RPHASCH2410_CH15760	tcrX	FALSE
site	ECK120000378	NtrC	b3868	RPHASCH2410_RS02570	RPHASCH2410_CH02640	NA	NA	NA	RPHASCH2410_RS15370	RPHASCH2410_CH15765	tcrY	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS15375	RPHASCH2410_CH15770	RPHASCH2410_CH15770	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS15405	RPHASCH2410_CH15805	RPHASCH2410_CH15805	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS15420	RPHASCH2410_CH15820	RPHASCH2410_CH15820	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS15425	RPHASCH2410_CH15825	RPHASCH2410_CH15825	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS15465	RPHASCH2410_CH15865	RPHASCH2410_CH15865	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	ECK120002180	rutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	RPHASCH2410_CH15905	TRUE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	ECK120002180	rutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	RPHASCH2410_CH15905	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS15510	RPHASCH2410_CH15910	amaB	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS15510	RPHASCH2410_CH15910	amaB	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS15700	RPHASCH2410_CH16105	pssA3	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS15725	RPHASCH2410_CH16130	RPHASCH2410_CH16130	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS15725	RPHASCH2410_CH16130	RPHASCH2410_CH16130	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS15725	RPHASCH2410_CH16130	RPHASCH2410_CH16130	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS15725	RPHASCH2410_CH16130	RPHASCH2410_CH16130	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS15730	RPHASCH2410_CH16135	ctrA	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS15730	RPHASCH2410_CH16135	ctrA	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS15730	RPHASCH2410_CH16135	ctrA	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS15730	RPHASCH2410_CH16135	ctrA	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS15750	RPHASCH2410_CH16155	RPHASCH2410_CH16155	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS15750	RPHASCH2410_CH16155	RPHASCH2410_CH16155	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS15885	RPHASCH2410_CH16290	RPHASCH2410_CH16290	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS15925	RPHASCH2410_CH16330	ugpB1	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS15965	RPHASCH2410_CH16370	RPHASCH2410_CH16370	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS16045	RPHASCH2410_CH16450	nuoH2	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS16050	RPHASCH2410_CH16455	RPHASCH2410_CH16455	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS16105	RPHASCH2410_CH16510	RPHASCH2410_CH16510	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS16295	RPHASCH2410_CH16705	rapB3	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS16310	RPHASCH2410_CH16725	RPHASCH2410_CH16725	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS16330	RPHASCH2410_CH16745	glmM	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS16375	RPHASCH2410_CH16790	tolQ	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS16375	RPHASCH2410_CH16790	tolQ	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS16385	RPHASCH2410_CH16800	sqdB	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS16510	RPHASCH2410_CH16915	RPHASCH2410_CH16915	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS16510	RPHASCH2410_CH16915	RPHASCH2410_CH16915	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS16515	RPHASCH2410_CH16920	RPHASCH2410_CH16920	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS16515	RPHASCH2410_CH16920	RPHASCH2410_CH16920	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS16595	RPHASCH2410_CH17005	RPHASCH2410_CH17005	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS16595	RPHASCH2410_CH17005	RPHASCH2410_CH17005	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS16595	RPHASCH2410_CH17005	RPHASCH2410_CH17005	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS16710	RPHASCH2410_CH17130	RPHASCH2410_CH17130	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS16715	RPHASCH2410_CH17135	RPHASCH2410_CH17135	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS16840	RPHASCH2410_CH17265	RPHASCH2410_CH17265	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS16910	RPHASCH2410_CH17335	RPHASCH2410_CH17335	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS16940	RPHASCH2410_CH17365	dnaG	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS16995	RPHASCH2410_CH17420	RPHASCH2410_CH17420	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS17005	RPHASCH2410_CH17425	RPHASCH2410_CH17425	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS17020	RPHASCH2410_CH17440	RPHASCH2410_CH17440	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS17025	RPHASCH2410_CH17445	greA	FALSE
site	ECK120000357	GalR	b2837	RPHASCH2410_RS09860	RPHASCH2410_CH10080	NA	NA	NA	RPHASCH2410_RS17090	RPHASCH2410_CH17510	RPHASCH2410_CH17510	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS17140	RPHASCH2410_CH17560	RPHASCH2410_CH17560	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS17145	RPHASCH2410_CH17565	RPHASCH2410_CH17565	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS17155	RPHASCH2410_CH17580	RPHASCH2410_CH17580	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS17180	RPHASCH2410_CH17605	RPHASCH2410_CH17605	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS17185	RPHASCH2410_CH17610	RPHASCH2410_CH17610	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS17190	RPHASCH2410_CH17615	RPHASCH2410_CH17615	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS17195	RPHASCH2410_CH17620	RPHASCH2410_CH17620	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17210	RPHASCH2410_CH17635	RPHASCH2410_CH17635	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS17280	RPHASCH2410_CH17710	clpS2	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS17285	RPHASCH2410_CH17715	RPHASCH2410_CH17715	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17320	RPHASCH2410_CH17750	fbcF	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17325	RPHASCH2410_CH17755	RPHASCH2410_CH17755	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS17350	RPHASCH2410_CH17785	RPHASCH2410_CH17785	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17455	RPHASCH2410_CH17885	senC	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17460	RPHASCH2410_CH17890	mcpW	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS17475	RPHASCH2410_CH17905	RPHASCH2410_CH17905	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS17480	RPHASCH2410_CH17910	RPHASCH2410_CH17910	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS17525	RPHASCH2410_CH17960	ddl1	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS17530	RPHASCH2410_CH17965	RPHASCH2410_CH17965	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS17630	RPHASCH2410_CH18070	RPHASCH2410_CH18070	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17635	RPHASCH2410_CH18075	RPHASCH2410_CH18075	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17640	RPHASCH2410_CH18080	btaA	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS17715	RPHASCH2410_CH18155	RPHASCH2410_CH18155	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS17720	RPHASCH2410_CH18160	RPHASCH2410_CH18160	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS17810	RPHASCH2410_CH18250	RPHASCH2410_CH18250	FALSE
site	ECK120000357	GalR	b2837	RPHASCH2410_RS09860	RPHASCH2410_CH10080	NA	NA	NA	RPHASCH2410_RS17825	RPHASCH2410_CH18265	RPHASCH2410_CH18265	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17825	RPHASCH2410_CH18265	RPHASCH2410_CH18265	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17885	RPHASCH2410_CH18325	RPHASCH2410_CH18325	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17890	RPHASCH2410_CH18330	RPHASCH2410_CH18330	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS17925	RPHASCH2410_CH18365	RPHASCH2410_CH18365	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS17925	RPHASCH2410_CH18365	RPHASCH2410_CH18365	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS17935	RPHASCH2410_CH18375	RPHASCH2410_CH18375	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS17935	RPHASCH2410_CH18375	RPHASCH2410_CH18375	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS32610	RPHASCH2410_CH18380	RPHASCH2410_CH18380	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS32610	RPHASCH2410_CH18380	RPHASCH2410_CH18380	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS17945	RPHASCH2410_CH18390	RPHASCH2410_CH18390	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS17945	RPHASCH2410_CH18390	RPHASCH2410_CH18390	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS17985	RPHASCH2410_CH18435	RPHASCH2410_CH18435	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS18075	RPHASCH2410_CH18520	RPHASCH2410_CH18520	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS18185	RPHASCH2410_CH18640	RPHASCH2410_CH18640	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS18190	RPHASCH2410_CH18645	RPHASCH2410_CH18645	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS18315	RPHASCH2410_CH18765	pdxJ	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS18320	RPHASCH2410_CH18770	RPHASCH2410_CH18770	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS18385	RPHASCH2410_CH18835	RPHASCH2410_CH18835	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS18445	RPHASCH2410_CH18900	degP3	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS18540	RPHASCH2410_CH18995	flaC6	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS18550	RPHASCH2410_CH19005	RPHASCH2410_CH19005	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	ECK120003556	yeaG	b1783	RPHASCH2410_RS18580	RPHASCH2410_CH19035	RPHASCH2410_CH19035	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS18600	RPHASCH2410_CH19055	RPHASCH2410_CH19055	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS18605	RPHASCH2410_CH19060	RPHASCH2410_CH19060	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS18660	RPHASCH2410_CH19120	RPHASCH2410_CH19120	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS18805	RPHASCH2410_CH19280	RPHASCH2410_CH19280	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS18810	RPHASCH2410_CH19285	argG1	FALSE
site	ECK120000357	GalR	b2837	RPHASCH2410_RS09860	RPHASCH2410_CH10080	NA	NA	NA	RPHASCH2410_RS32660	RPHASCH2410_CH19350	RPHASCH2410_CH19350	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS32660	RPHASCH2410_CH19350	RPHASCH2410_CH19350	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS18870	RPHASCH2410_CH19355	RPHASCH2410_CH19355	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS18875	RPHASCH2410_CH19360	RPHASCH2410_CH19360	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS19035	RPHASCH2410_CH19530	RPHASCH2410_CH19530	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19035	RPHASCH2410_CH19530	RPHASCH2410_CH19530	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS19035	RPHASCH2410_CH19530	RPHASCH2410_CH19530	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19040	RPHASCH2410_CH19535	RPHASCH2410_CH19535	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS19040	RPHASCH2410_CH19535	RPHASCH2410_CH19535	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS32665	RPHASCH2410_CH19645	RPHASCH2410_CH19645	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19175	RPHASCH2410_CH19675	RPHASCH2410_CH19675	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19180	RPHASCH2410_CH19680	RPHASCH2410_CH19680	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19250	RPHASCH2410_CH19750	RPHASCH2410_CH19750	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS19305	RPHASCH2410_CH19800	RPHASCH2410_CH19800	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS19330	RPHASCH2410_CH19830	RPHASCH2410_CH19830	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS19330	RPHASCH2410_CH19830	RPHASCH2410_CH19830	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS19335	RPHASCH2410_CH19835	RPHASCH2410_CH19835	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19360	RPHASCH2410_CH19860	RPHASCH2410_CH19860	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS19380	RPHASCH2410_CH19880	RPHASCH2410_CH19880	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS19385	RPHASCH2410_CH19885	RPHASCH2410_CH19885	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS19395	RPHASCH2410_CH19895	RPHASCH2410_CH19895	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS19400	RPHASCH2410_CH19900	RPHASCH2410_CH19900	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS19435	RPHASCH2410_CH19935	RPHASCH2410_CH19935	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19435	RPHASCH2410_CH19935	RPHASCH2410_CH19935	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS19435	RPHASCH2410_CH19935	RPHASCH2410_CH19935	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS19440	RPHASCH2410_CH19940	RPHASCH2410_CH19940	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS19440	RPHASCH2410_CH19940	RPHASCH2410_CH19940	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19630	RPHASCH2410_CH20145	RPHASCH2410_CH20145	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS19670	RPHASCH2410_CH20185	RPHASCH2410_CH20185	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS19675	RPHASCH2410_CH20190	RPHASCH2410_CH20190	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS19715	RPHASCH2410_CH20230	mcpV	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS19720	RPHASCH2410_CH20235	RPHASCH2410_CH20235	FALSE
